"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.238444542E0,2.975440469E-1,-1.826858801E1,5.418844541E0,1.905764194E1
3.248450542E0,-1.606204997E0,-1.942142973E1,4.096038299E0,1.991354707E1
3.258456541E0,-2.845740163E0,-2.086627087E1,2.921461313E0,2.126110141E1
3.268463542E0,-4.550614000E0,-2.304908792E1,3.462595979E0,2.374780227E1
3.278469542E0,-6.870132236E0,-2.552249289E1,5.012403996E0,2.690205483E1
3.288476542E0,-1.101884167E1,-2.820135966E1,7.158905168E0,3.111240077E1
3.298482541E0,-1.727293816E1,-3.142368068E1,8.582779362E0,3.687093980E1
3.308488542E0,-2.441543020E1,-3.410691181E1,8.371221253E0,4.277232762E1
3.318495542E0,-3.026678334E1,-3.547994564E1,7.886542039E0,4.729801541E1
3.328501542E0,-3.298313310E1,-3.576157795E1,9.291311041E0,4.952883995E1
3.338508541E0,-3.257782750E1,-3.477695829E1,1.290227661E1,4.936821258E1
3.348514542E0,-2.955287339E1,-3.317771206E1,1.633278892E1,4.733807027E1
3.358520542E0,-2.559580528E1,-3.156370980E1,1.771985255E1,4.433290199E1
3.368527542E0,-2.156887932E1,-2.981813584E1,1.593379363E1,4.010266274E1
3.378533541E0,-1.735325201E1,-2.751727519E1,1.224611610E1,3.476065518E1
3.388540542E0,-1.310982470E1,-2.444441601E1,8.260169764E0,2.894179300E1
3.398546542E0,-9.192409481E0,-2.145249400E1,4.692404594E0,2.380606124E1
3.408552542E0,-6.069249049E0,-1.902901724E1,1.932563245E0,2.006674068E1
3.418559541E0,-2.691196207E0,-1.680333073E1,-2.229507880E-1,1.701893556E1
3.428565542E0,2.637543910E0,-1.404634048E1,-1.693255420E0,1.439178352E1
3.438571542E0,1.178205300E1,-1.012200392E1,-1.531533129E0,1.560824558E1
3.448578542E0,2.436228836E1,-3.609135389E0,-4.240544048E-1,2.463182443E1
3.458584541E0,3.750621168E1,5.115875155E0,5.454665753E-1,3.785743820E1
3.468591542E0,4.917894280E1,1.213906762E1,2.129880461E0,5.069972158E1
3.478597542E0,5.553771030E1,1.524299890E1,1.735909688E0,5.761770269E1
3.488603542E0,6.046497182E1,1.531404023E1,7.196421488E0,6.278790590E1
3.498610541E0,6.134387382E1,1.717154627E1,2.277276489E1,6.765006783E1
3.508616542E0,5.718248996E1,1.666030901E1,3.419272087E1,6.867710838E1
3.518623542E0,5.290267894E1,1.291398858E1,3.344268215E1,6.390522302E1
3.528629542E0,4.501911664E1,8.933696501E0,2.435260537E1,5.195749402E1
3.538635541E0,3.686324015E1,5.185033098E0,1.542004089E1,4.029343252E1
3.548642542E0,3.043422421E1,1.467074593E0,1.057229566E1,3.225163168E1
3.558648542E0,2.472550570E1,-3.259076622E0,9.782094163E0,2.678920639E1
3.568655542E0,2.021443730E1,-8.483994747E0,1.085569968E1,2.446319394E1
3.578661541E0,1.640753738E1,-1.356131862E1,1.173056008E1,2.430478730E1
3.588667542E0,1.208722854E1,-1.833122689E1,1.122340417E1,2.465967912E1
3.598674542E0,7.195170768E0,-2.247858211E1,1.002157331E1,2.564154964E1
3.608680542E0,3.505446129E0,-2.515007905E1,8.624372361E0,2.681780057E1
3.618687541E0,1.659780110E0,-2.631334986E1,7.010986399E0,2.728188375E1
3.628693542E0,5.551004478E-1,-2.713138936E1,6.642806525E0,2.793827668E1
3.638699542E0,-1.093495401E0,-2.822415912E1,7.868946598E0,2.932096879E1
3.648706542E0,-4.871694844E0,-3.034757315E1,9.364370831E0,3.213098267E1
3.658712541E0,-1.360809050E1,-3.489142572E1,1.029459969E1,3.884032053E1
3.668718542E0,-2.646167501E1,-4.077853342E1,9.461111845E0,4.952395046E1
3.678725625E0,-3.774888516E1,-4.625825858E1,1.041702635E1,6.060791414E1
3.688731625E0,-4.187265038E1,-4.992705428E1,1.463065859E1,6.678387357E1
3.698738625E0,-4.157416171E1,-4.850193814E1,1.753351699E1,6.624404232E1
3.708744625E0,-3.893235693E1,-4.224051976E1,1.928788049E1,6.059713079E1
3.718750625E0,-3.007176934E1,-3.750787229E1,1.810567055E1,5.137087795E1
3.728757625E0,-2.053876832E1,-3.443706666E1,1.431855410E1,4.257667854E1
3.738763625E0,-1.400818389E1,-3.147647402E1,9.052500229E0,3.562225980E1
3.748770625E0,-9.279084513E0,-2.877043641E1,3.184332833E0,3.039702940E1
3.758776625E0,-5.928797759E0,-2.640767246E1,-2.036491656E-1,2.706579540E1
3.768782625E0,-3.349026094E0,-2.455372152E1,-1.326117520E0,2.481652280E1
3.778789625E0,-6.083595192E-1,-2.340714568E1,-1.641747297E0,2.347253511E1
3.788795625E0,4.066543189E0,-2.202471421E1,-1.258368756E0,2.243230487E1
3.798802625E0,1.274145245E1,-1.902535454E1,-1.233478913E-1,2.289812090E1
3.808808625E0,2.627613350E1,-1.354220291E1,2.403526061E0,2.965810831E1
3.818814625E0,4.275997237E1,-5.008319716E0,5.553433996E0,4.340897525E1
3.828821625E0,5.600058992E1,5.946779702E0,8.237772589E0,5.691477100E1
3.838827625E0,6.125011723E1,1.602467340E1,9.230661381E0,6.398102943E1
3.848834625E0,6.680885932E1,1.998467447E1,1.264958100E1,7.087187593E1
3.858840625E0,6.952701470E1,1.986061526E1,2.386287533E1,7.614385485E1
3.868846625E0,6.286425748E1,1.972404302E1,3.385620425E1,7.407560535E1
3.878853625E0,5.307543843E1,1.794100477E1,3.411832558E1,6.559681362E1
3.888859625E0,4.418390971E1,1.324439018E1,2.513953301E1,5.253216033E1
3.898866625E0,3.742867760E1,7.892778094E0,1.522919830E1,4.117196053E1
3.908872625E0,3.334294502E1,3.950781183E0,8.571112998E0,3.465291665E1
3.918878625E0,2.970212942E1,3.838422257E-1,6.064929711E0,3.031744051E1
3.928885625E0,2.545700408E1,-3.812197495E0,6.844321457E0,2.663525187E1
3.938891625E0,2.136560203E1,-8.506320586E0,8.115303242E0,2.438656570E1
3.948897625E0,1.752138869E1,-1.399311679E1,8.111924136E0,2.384553821E1
3.958904625E0,1.237198327E1,-2.142183588E1,6.068335129E0,2.547127232E1
3.968910625E0,7.438381611E0,-2.862028225E1,4.049460549E0,2.984708039E1
3.978917625E0,3.839250807E0,-3.260290504E1,4.258135396E0,3.310318686E1
3.988923625E0,1.105171121E0,-3.437429329E1,4.469873892E0,3.468130930E1
3.998929625E0,-1.858545681E0,-3.528083625E1,4.946654980E0,3.567437447E1
4.008936625E0,-6.390931864E0,-3.617884461E1,6.536976600E0,3.731601359E1
4.018942625E0,-1.385888226E1,-3.794716892E1,8.445201979E0,4.127199636E1
4.028949625E0,-2.309953536E1,-4.106587495E1,9.979820684E0,4.816213700E1
4.038955625E0,-2.956300311E1,-4.569745447E1,1.416090966E1,5.623841978E1
4.048961625E0,-3.158453992E1,-4.828349552E1,1.980989418E1,6.100254920E1
4.058968625E0,-3.127249975E1,-4.524170377E1,2.358806087E1,5.984294124E1
4.068974625E0,-2.787410035E1,-3.870125158E1,2.336160055E1,5.310853721E1
4.078981625E0,-2.225185515E1,-3.282918760E1,1.949251199E1,4.419116020E1
4.088987625E0,-1.686149883E1,-2.860225412E1,1.368395462E1,3.591169305E1
4.098993625E0,-1.188318644E1,-2.497059993E1,7.827096906E0,2.874029274E1
4.109000625E0,-7.830342110E0,-2.182035403E1,3.163869333E0,2.339769597E1
4.119006625E0,-4.580625127E0,-1.902909676E1,-4.897522581E-1,1.957877696E1
4.129012625E0,-1.239935993E0,-1.624506197E1,-3.498853394E0,1.666377672E1
4.139019625E0,3.591757464E0,-1.346221534E1,-5.920227495E0,1.513872706E1
4.149025625E0,1.306536247E1,-8.933660249E0,-7.572946508E0,1.754603946E1
4.159032625E0,2.525685856E1,-8.695704299E-1,-5.623150349E0,2.588986050E1
4.169038625E0,3.859404873E1,9.878452184E0,-1.061153281E0,3.985235829E1
4.179044625E0,4.794442250E1,2.029699998E1,1.878362772E0,5.209764010E1
4.189051625E0,4.849565589E1,2.633923431E1,-3.605214831E-1,5.518798674E1
4.199057625E0,4.713458313E1,2.794268352E1,-3.071327497E0,5.488073926E1
4.209064625E0,3.846564388E1,2.987789204E1,-8.503294652E0,4.944289849E1
4.219070625E0,3.577751044E1,2.900646746E1,-7.181361984E0,4.661520533E1
4.229076625E0,3.862756965E1,2.280733362E1,-2.940529668E-1,4.485922504E1
4.239083625E0,3.021737437E1,1.654475750E1,9.969933043E0,3.586388544E1
4.249089625E0,2.353803444E1,8.751845756E0,1.367393717E1,2.859388793E1
4.259096625E0,2.098705095E1,2.402409827E0,1.116314978E1,2.389233755E1
4.269102625E0,1.682029000E1,-2.328372967E0,8.416149504E0,1.895191412E1
4.279108625E0,1.192496129E1,-6.918201027E0,5.213634753E0,1.473934173E1
4.289115625E0,9.094118956E0,-8.948272440E0,3.369108356E0,1.319566104E1
4.299121625E0,7.095047725E0,-9.681211567E0,2.204130160E0,1.220343187E1
4.309128625E0,5.419861956E0,-1.095899308E1,1.028795375E0,1.226918306E1
4.319134625E0,3.227627665E0,-1.263076466E1,-5.197958368E-1,1.304699137E1
4.329140625E0,9.712201810E-1,-1.358702649E1,-2.340845078E0,1.382136438E1
4.339147625E0,-9.521436399E-1,-1.388639575E1,-5.642353190E0,1.501914491E1
4.349153625E0,-3.103905844E0,-1.555425086E1,-9.553721216E0,1.851600768E1
4.359160625E0,-4.745844637E0,-1.914880447E1,-1.262061155E1,2.341964111E1
4.369166625E0,-6.529589227E0,-2.223769086E1,-1.310667422E1,2.662583969E1
4.379172625E0,-9.091040397E0,-2.557367708E1,-1.206829760E1,2.970359880E1
4.389179625E0,-1.031193552E1,-3.113757876E1,-1.199136812E1,3.492388487E1
4.399185625E0,-1.162688193E1,-3.649425278E1,-1.041724036E1,3.969299392E1
4.409191625E0,-1.505876950E1,-3.715941332E1,-5.046292704E0,4.041105798E1
4.419198625E0,-1.674493459E1,-3.349755476E1,-2.049022239E-1,3.745024692E1
4.429204625E0,-1.640801802E1,-3.113812606E1,1.619654177E0,3.523392157E1
4.439211625E0,-1.308269946E1,-3.056998720E1,1.624666411E-1,3.325218095E1
4.449217625E0,-8.314775741E0,-2.838964468E1,-3.580179393E0,2.979807217E1
4.459223625E0,-4.362088073E0,-2.514478615E1,-8.193450694E0,2.680337138E1
4.469230625E0,-3.374770215E-1,-2.210574259E1,-1.356752252E1,2.593945669E1
4.479236625E0,2.118325194E0,-1.847204188E1,-1.563230417E1,2.429140932E1
4.489243625E0,3.255143784E0,-1.491341825E1,-1.294174064E1,2.001236257E1
4.499249625E0,2.859725241E0,-1.235662731E1,-8.201095344E0,1.510371583E1
4.509255625E0,2.358287323E0,-1.076817270E1,-3.700230916E0,1.162784465E1
4.519262625E0,2.784892868E0,-9.223657587E0,5.161214465E-1,9.648723693E0
4.529268625E0,4.229073565E0,-7.102002988E0,5.258245500E0,9.796563449E0
4.539275625E0,6.984662234E0,-4.889544640E0,1.004354598E1,1.317444379E1
4.549281625E0,1.080045050E1,-3.864954290E0,1.427924678E1,1.831623573E1
4.559287625E0,1.481906173E1,-3.480121254E0,1.829719610E1,2.380132810E1
4.569294625E0,1.817999451E1,-2.123026647E0,2.205840821E1,2.866344039E1
4.579300625E0,2.116224289E1,6.139728463E-1,2.493122244E1,3.270754254E1
4.589307625E0,2.366635275E1,3.675453340E0,2.550728077E1,3.498894943E1
4.599313625E0,2.451607949E1,5.739714008E0,2.386660820E1,3.469290211E1
4.609319625E0,2.435965711E1,6.257528808E0,2.199301997E1,3.341021534E1
4.619326625E0,2.392798993E1,5.325495497E0,1.945689075E1,3.129664841E1
4.629332625E0,2.203776052E1,3.506160074E0,1.737543985E1,2.828183087E1
4.639339625E0,1.806976514E1,2.278998494E0,1.727700432E1,2.510388664E1
4.649345625E0,1.267282602E1,2.012145604E0,1.725402242E1,2.150233799E1
4.659351625E0,7.668311087E0,1.974436326E0,1.612002628E1,1.795986194E1
4.669358625E0,6.547331434E0,1.855916773E0,1.284821091E1,1.453920561E1
4.679365000E0,8.034508170E0,1.231189143E0,7.725545388E0,1.121397342E1
4.689371000E0,9.376122565E0,-3.281106591E-2,3.145007384E0,9.889581506E0
4.699378000E0,1.212858941E1,-1.291611931E0,-3.445343184E-1,1.220203451E1
4.709384000E0,1.338348375E1,-3.426075439E0,-1.659088969E0,1.391431659E1
4.719391000E0,1.292235712E1,-7.261988656E0,2.017380032E-1,1.482445584E1
4.729397000E0,1.096094488E1,-1.233619129E1,2.102404979E0,1.663562547E1
4.739403000E0,7.848746222E0,-1.665611187E1,4.527753434E0,1.896126133E1
4.749410000E0,4.848291948E0,-1.893653066E1,7.660770518E0,2.099489302E1
4.759416000E0,2.948630986E0,-1.973643911E1,1.017168537E1,2.239831772E1
4.769423000E0,2.757772020E0,-1.988684821E1,8.422137637E0,2.177210235E1
4.779429000E0,3.300044553E0,-1.818714916E1,3.697818940E0,1.885037277E1
4.789435000E0,4.370794870E0,-1.474671530E1,9.696569279E-2,1.538112032E1
4.799442000E0,5.952816952E0,-1.212437356E1,-2.740489989E0,1.378211701E1
4.809448000E0,9.981880074E0,-1.060408697E1,-5.385759825E0,1.552710530E1
4.819455000E0,9.087530898E0,-6.915872666E0,-5.360068914E0,1.261518336E1
4.829461000E0,8.797043563E0,-4.477219749E0,-2.625174710E0,1.021396174E1
4.839467000E0,9.779638917E0,-7.988149105E0,2.173539281E0,1.281312360E1
4.849474000E0,1.174519683E1,-1.151731096E1,4.938201660E-1,1.645727677E1
4.859480000E0,2.017390440E1,-1.023612403E1,-3.293428429E0,2.286069388E1
4.869487000E0,1.953043586E1,-2.139841193E0,3.516450589E0,1.995951577E1
4.879493000E0,1.557912141E1,3.811679431E0,7.086335959E0,1.753436857E1
4.889499000E0,1.326613247E1,8.139860963E0,7.317991533E0,1.719885482E1
4.899506000E0,1.139074096E1,9.011255724E0,8.561451058E0,1.685971985E1
4.909512000E0,9.148063613E0,7.545949913E0,1.007729962E1,1.556214624E1
4.919519000E0,5.349911131E0,5.739797038E0,1.124657318E1,1.371321361E1
4.929525000E0,8.701871650E-1,3.439995906E0,1.180520681E1,1.232695036E1
4.939531000E0,-2.460615643E0,1.099865942E0,9.920823448E0,1.028042180E1
4.949538000E0,-4.077174597E0,-3.324978250E-1,6.221700579E0,7.446036905E0
4.959544000E0,-3.255973797E0,-6.260707355E-1,2.023600008E0,3.884364417E0
4.969551000E0,-1.772496594E0,4.085630255E0,-2.138893798E0,4.940545055E0
4.979557000E0,-8.436789590E-1,1.295587687E1,-5.833999776E0,1.423383620E1
4.989563000E0,-2.504258676E0,2.159325051E1,-7.052525019E0,2.285339993E1
4.999570000E0,-3.780060028E0,2.455991256E1,-6.302257084E0,2.563584605E1
5.009576000E0,-4.846883647E0,1.971820750E1,-3.354946400E0,2.058046776E1
5.019583000E0,-6.465544674E0,1.319513207E1,-3.693177420E-1,1.469867932E1
5.029589000E0,-4.083178518E0,7.828166361E0,3.635171286E0,9.548141477E0
5.039595000E0,9.401416451E-1,6.298288579E0,1.189758930E1,1.349462621E1
5.049602000E0,6.037660636E0,9.329308587E0,2.003093764E1,2.290693797E1
5.059608000E0,1.170844942E1,1.439112506E1,2.315953013E1,2.967416561E1
5.069615000E0,1.657014143E1,1.876449505E1,2.013317971E1,3.212508034E1
5.079621000E0,1.879793995E1,2.062071821E1,1.348377168E1,3.099013819E1
5.089627000E0,1.989485890E1,1.722158090E1,9.883819928E0,2.810832893E1
5.099634000E0,1.594690777E1,1.102165184E1,7.003089150E0,2.061125746E1
5.109640000E0,1.188488681E1,9.162673466E0,5.662874578E0,1.603974028E1
5.119647000E0,1.003928336E1,7.796608354E0,5.282581612E0,1.376517274E1
5.129653000E0,1.117563359E1,5.420846627E0,3.194666033E0,1.282521950E1
5.139659000E0,1.228603153E1,2.975125889E0,1.458673314E0,1.272500188E1
5.149666000E0,1.276725621E1,2.758973622E-1,1.958719010E0,1.291957936E1
5.159672000E0,1.341325192E1,-2.799763214E0,1.960011830E0,1.384180796E1
5.169678000E0,1.425834181E1,-6.251775733E0,2.111923077E0,1.571130899E1
5.179685000E0,1.514268056E1,-9.982078879E0,2.497594897E0,1.830793963E1
5.189691000E0,1.585420601E1,-1.432749449E1,2.165236235E0,2.147838901E1
5.199698000E0,1.509619168E1,-1.824483779E1,1.993672496E0,2.376433966E1
5.209704000E0,1.281653187E1,-2.112800159E1,1.981613199E0,2.479077916E1
5.219710000E0,9.404703755E0,-2.292387565E1,2.704553586E0,2.492523094E1
5.229717000E0,5.769015575E0,-2.357696052E1,4.038214599E0,2.460613308E1
5.239723000E0,3.622838924E0,-2.321857766E1,5.703180020E0,2.418167845E1
5.249730000E0,2.834165307E0,-2.258169425E1,7.271390979E0,2.389222750E1
5.259736000E0,2.224559162E0,-2.258071660E1,7.686996449E0,2.395678067E1
5.269742000E0,1.595533243E0,-2.274106362E1,7.466985605E0,2.398869682E1
5.279749000E0,1.582894487E0,-2.240039080E1,7.516261845E0,2.368073595E1
5.289755000E0,3.519375951E0,-2.059288547E1,7.577245381E0,2.222313179E1
5.299762000E0,5.515390842E0,-1.563683577E1,4.626426952E0,1.721435434E1
5.309768000E0,7.890669588E0,-8.518981562E0,-5.284518210E0,1.275781510E1
5.319774000E0,1.502866336E1,-4.190967261E0,-1.680823771E1,2.293342068E1
5.329781000E0,1.492977174E1,-1.463610703E-1,-1.457063108E1,2.086199405E1
5.339787000E0,1.163926283E0,-9.076855052E-1,-5.224494202E0,5.428992267E0
5.349794000E0,-9.044797692E0,-9.550466071E0,3.594820236E0,1.363607348E1
5.359800000E0,-1.624637876E1,-1.684607622E1,8.793224162E0,2.500111793E1
5.369806000E0,-1.681456908E1,-1.753529922E1,1.407561983E1,2.807738460E1
5.379813000E0,-1.007575361E1,-1.473482908E1,2.007637986E1,2.686441935E1
5.389819000E0,2.445337746E-1,-9.077705821E0,2.200379755E1,2.380402585E1
5.399826000E0,8.881623538E0,-1.780296487E0,2.049231102E1,2.240507762E1
5.409832000E0,1.197768330E1,4.483530357E0,1.774263681E1,2.187162780E1
5.419838000E0,9.107690928E0,9.232145405E0,1.515051933E1,1.994293807E1
5.429845000E0,5.934703447E0,9.917994565E0,1.491006545E1,1.886524246E1
5.439851000E0,8.512888763E0,5.986092287E0,1.507632986E1,1.831934218E1
5.449858000E0,1.159868198E1,1.254933955E0,1.941507497E1,2.265059423E1
5.459864000E0,1.371414730E1,-1.772530800E0,2.502301203E1,2.858969802E1
5.469870000E0,1.359566634E1,-1.876852436E0,2.760130435E1,3.082526107E1
5.479877000E0,1.102417901E1,-6.924418956E-1,2.663509173E1,2.883470322E1
5.489883000E0,9.495661873E0,2.316231224E-1,2.256928178E1,2.448660294E1
5.499889000E0,9.434529233E0,5.050897971E-1,1.609421784E1,1.866251069E1
5.509896000E0,8.873396505E0,2.249903333E-1,1.021000802E1,1.352893381E1
5.519902000E0,8.652893910E0,-5.355771795E-1,5.211492333E0,1.011528884E1
5.529909000E0,8.249044851E0,-2.047975295E0,1.953788638E0,8.721137185E0
5.539915000E0,7.010461904E0,-4.372295265E0,9.988511986E-1,8.322334150E0
5.549921000E0,6.436448929E0,-6.693194906E0,1.353445067E0,9.383951535E0
5.559928000E0,6.924200270E0,-8.811217799E0,2.256195522E0,1.143120845E1
5.569934000E0,6.682162964E0,-1.146617472E1,3.744910076E0,1.378944582E1
5.579941000E0,5.820647659E0,-1.507556972E1,4.009882500E0,1.665028226E1
5.589947000E0,5.147220324E0,-1.908887869E1,3.084750073E0,2.000986881E1
5.599953000E0,3.205969285E0,-2.231246271E1,1.954596723E0,2.262619455E1
5.609960000E0,8.456795838E-1,-2.401282367E1,1.249582145E0,2.406018142E1
5.619966000E0,-4.972048268E-1,-2.471200331E1,1.362425221E0,2.475452530E1
5.629973000E0,-4.307974139E-1,-2.503500584E1,1.158281381E0,2.506548862E1
5.639979000E0,-1.204489295E0,-2.492732586E1,4.165410250E-2,2.495644414E1
5.649985000E0,-3.048058210E0,-2.421513265E1,-1.093492623E0,2.443069861E1
5.659992000E0,-5.579029598E0,-2.276191479E1,-8.332475263E-1,2.345047201E1
5.669998000E0,-7.793801106E0,-2.016543763E1,-1.736120188E-1,2.161986012E1
5.680004042E0,-7.245211240E0,-1.769973228E1,1.301844558E0,1.916946551E1
5.690010041E0,-3.057315522E0,-1.653559491E1,7.664989284E-1,1.683331809E1
5.700016042E0,1.189487970E0,-1.364373864E1,-3.949464975E0,1.425358759E1
5.710023042E0,2.391978102E0,-7.496574855E0,-9.446917729E0,1.229489522E1
5.720029042E0,9.192512392E0,-2.592010472E0,-2.071223883E1,2.280828007E1
5.730035041E0,1.716939450E1,4.785841346E0,-1.773654752E1,2.514512881E1
5.740042042E0,1.234643970E-1,6.856944426E0,-5.473480339E0,8.774503823E0
5.750048042E0,-4.587857256E0,1.245189716E0,-1.067485231E-1,4.755031743E0
5.760055042E0,-2.231020920E0,-4.347759764E0,2.128302005E0,5.330116202E0
5.770061041E0,-3.108128411E0,-3.941206368E0,5.642347927E0,7.551798460E0
5.780067042E0,-3.822926843E0,2.049326295E-1,8.464466801E0,9.289992747E0
5.790074042E0,-1.244089270E0,3.935370262E0,7.852283787E0,8.870922042E0
5.800080042E0,2.906997348E0,6.781127089E0,5.378940802E0,9.130570756E0
5.810087041E0,5.271566627E0,1.002717962E1,1.627531546E0,1.144476321E1
5.820093042E0,5.478949240E0,1.305735646E1,-3.283936644E-1,1.416408433E1
5.830099042E0,4.575491856E0,1.360196379E1,-1.116697737E0,1.439428909E1
5.840106042E0,2.983529215E0,1.073784086E1,3.327211887E-1,1.114959086E1
5.850112041E0,1.539355680E0,7.783090761E0,4.982298437E0,9.368533258E0
5.860119042E0,2.595063888E0,5.068888099E0,9.549077357E0,1.111813211E1
5.870125042E0,6.819594167E0,1.988362201E0,1.086742100E1,1.298311550E1
5.880131042E0,1.080895703E1,4.672305375E-2,8.745316755E0,1.390382323E1
5.890138041E0,1.114953045E1,-5.886713594E-1,8.412143576E0,1.397936775E1
5.900144042E0,8.302265623E0,-9.733259826E-1,7.155791525E0,1.100365077E1
5.910151042E0,5.013443631E0,-9.778228569E-1,5.300230848E0,7.360923965E0
5.920157042E0,2.851908098E0,-2.697615865E-1,4.409616873E0,5.258409654E0
5.930163041E0,6.951968113E-1,-6.655344710E-1,3.677323279E0,3.801176297E0
5.940170042E0,-4.699670345E-1,-2.458432000E0,2.720929298E0,3.697054660E0
5.950176042E0,-4.032792476E-1,-4.852054924E0,2.909844650E0,5.672060210E0
5.960183042E0,1.029378634E0,-7.730513767E0,3.259331560E0,8.452437855E0
5.970189041E0,2.371359943E0,-1.100184615E1,3.651893154E0,1.183217184E1
5.980195042E0,2.573267515E0,-1.471457666E1,3.325546015E0,1.530358547E1
5.990202042E0,2.049246773E0,-1.899156114E1,1.823260658E0,1.918861867E1
6.000208042E0,6.814061531E-1,-2.285950950E1,-2.291757703E-1,2.287081132E1
6.010214041E0,-2.450781503E0,-2.548167231E1,-5.577922136E-1,2.560533315E1
6.020221042E0,-5.163476753E0,-2.643666530E1,6.599816626E-1,2.694428214E1
6.030227042E0,-6.254219284E0,-2.634679827E1,2.734869061E0,2.721669610E1
6.040234042E0,-6.131282744E0,-2.614824320E1,3.740467069E0,2.711668019E1
6.050240041E0,-4.852693148E0,-2.637597120E1,3.522341074E0,2.704898102E1
6.060246042E0,-3.453432807E0,-2.471432817E1,1.106079193E0,2.497894365E1
6.070253042E0,-3.550179083E0,-1.859900832E1,-5.565295658E0,1.973573910E1
6.080259042E0,-6.657638572E0,-1.010575217E1,-1.352185927E1,1.814637860E1
6.090266041E0,-6.296490560E0,-4.238637856E0,-1.508934108E1,1.689082765E1
6.100272042E0,-3.196072873E0,-2.843732522E0,-1.557211878E1,1.614907365E1
6.110278042E0,2.850050146E0,-5.757990650E0,-3.201587265E1,3.265414742E1
6.120285042E0,1.105150422E1,2.575165814E0,-1.939182293E1,2.246797768E1
6.130291041E0,-3.094418152E0,7.451077670E0,-6.409326035E0,1.030404980E1
6.140298042E0,-5.070243484E0,2.419074392E0,-3.776480070E0,6.769127833E0
6.150304042E0,-3.107357163E0,-3.883766829E0,-3.422705104E0,6.037733313E0
6.160310042E0,-3.067403138E0,-4.060244569E0,-2.309402846E0,5.588191968E0
6.170317041E0,-4.507406000E0,-6.872513223E-1,-3.505540270E-1,4.572954336E0
6.180323042E0,-6.210893755E0,1.904541634E0,2.116937649E0,6.832562117E0
6.190330042E0,-7.432153156E0,3.442372214E0,3.473302816E0,8.896665637E0
6.200336042E0,-6.464866397E0,2.961627007E0,9.626505017E-1,7.175822465E0
6.210342041E0,-6.655010249E0,1.958724858E0,-1.549299894E0,7.108170977E0
6.220349042E0,-4.502174789E0,1.683832339E0,-1.910013458E0,5.172332219E0
6.230355042E0,-1.981586886E0,1.805598413E0,-8.328376365E-1,2.807221178E0
6.240362042E0,1.796764585E-1,2.301241010E0,2.435911449E0,3.355839448E0
6.250368041E0,3.703920509E0,2.710926467E0,7.625092562E0,8.900010451E0
6.260374042E0,8.251943901E0,3.012176771E0,7.633792049E0,1.163797955E1
